term,papers,category,secondary,model,prompt_sha,created_at
understanding wrp,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595532+00:00
shell waste reuse,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595536+00:00
cost effectiveness resilience carbon footprint reduction,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595540+00:00
recovery of valuable building blocks,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595546+00:00
analysis of the flow,1,methodological_knowledge,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595554+00:00
social restoration,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595560+00:00
summarize prior research,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595565+00:00
ascertain future direction,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595569+00:00
valorized into alternative sectors,1,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595573+00:00
foster sufficient consumption,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595577+00:00
material recovery viscosity reduction,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595583+00:00
cost saving electricity reduction,1,economic_business,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595595+00:00
building social relations,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:13.595599+00:00
waste-efficient delivery,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130654+00:00
driving changes,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130697+00:00
sustainable integrated lifestyle,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130705+00:00
generating new values,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130712+00:00
enhance oer stability,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130719+00:00
disarticulation of linear drivers,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130727+00:00
create bio-based polymers,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130733+00:00
material reuse market,1,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130738+00:00
field status determination,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130745+00:00
efficient and sustainable segregation and recycling,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130751+00:00
ce assessment tool,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130756+00:00
heightening ceei disclosure,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130762+00:00
hindrance analysis,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130768+00:00
sustainable p input strategies,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130774+00:00
operational lifetime and economic savings,1,economic_business,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130779+00:00
factor exploration,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130785+00:00
scientific viability recycling,1,material_technical,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130790+00:00
upcycled composite materials,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130797+00:00
shape,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130803+00:00
analyze csc barriers,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130809+00:00
ccs projects deployment,1,environmental,economic_business|governance_institutional,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130817+00:00
extended lifetime,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130824+00:00
high yield production,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130829+00:00
ce practice implementation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130835+00:00
map future trends,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130840+00:00
synthesize past research,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130846+00:00
maximum biogas production safer operation conditions,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130852+00:00
structure scientific field,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130858+00:00
contrast instrumental perspective,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130863+00:00
effective delivery of biologics,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130869+00:00
enable solar investments,1,economic_business,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130874+00:00
support achievement of sdgs,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130881+00:00
synthesize the nexus,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130887+00:00
replace soybean meal,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130893+00:00
cost sharing,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130901+00:00
re-manufacturability assessment,1,material_technical,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130907+00:00
favor development,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130913+00:00
overview ce reporting,1,governance_institutional,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130919+00:00
integrate antioxidant antibacterial properties,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130926+00:00
development of novel separation processes,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:16.130931+00:00
reporting ghg and ce issues,1,methodological_knowledge,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.329911+00:00
scale business models,1,economic_business,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330071+00:00
quantify environmental potential,1,environmental,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330091+00:00
sustainable functional composites,1,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330111+00:00
economic system redesign,1,economic_business,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330184+00:00
social revitalization,1,social_behavioral_educational,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330189+00:00
understanding institutional features,1,governance_institutional,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330201+00:00
address negative implications,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330231+00:00
analyze studies,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330244+00:00
determine ce enablers,1,methodological_knowledge,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330263+00:00
sustainable manufacturability,1,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330304+00:00
support companies transition,1,economic_business,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330315+00:00
identify potentials and barriers,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330320+00:00
fiber enriched food development,1,material_technical,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330325+00:00
environmental fate and toxicity,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330329+00:00
safeguard human health,1,environmental,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330344+00:00
environmental cleanup,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330362+00:00
recover ad performance,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330376+00:00
nutrient management material recovery,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330380+00:00
evaluate circular degree,1,methodological_knowledge,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330384+00:00
policy guidelines design,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330426+00:00
valorize aquaculture side streams,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330431+00:00
analyze sustainability implications,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330440+00:00
re-think research approach,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330451+00:00
identify adoption drivers,1,social_behavioral_educational,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330466+00:00
assess material footprints,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330506+00:00
criii recovery,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330510+00:00
optimize fat extraction reduce waste impact,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330514+00:00
eliminate sup,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330532+00:00
co2 reutilization,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330537+00:00
sustainable supply of monomers,1,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330541+00:00
biogas recovery sanitisation,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330549+00:00
attain benefits simultaneously,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330553+00:00
efficient h2o2 formation,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330578+00:00
antibacterial activity-enhanced agnps,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330583+00:00
inhibition of crystallization,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330591+00:00
enhancing skills,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330600+00:00
evaluate potential reuse gold recovery other metal recovery,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330626+00:00
antimicrobial and antitumorigenic properties,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330635+00:00
decentralized circular economy,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:20.330639+00:00
identify transition factors,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.949966+00:00
govern business ecosystem,1,governance_institutional,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.949999+00:00
environmental impacts,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950005+00:00
monitoring alternatives performance,1,methodological_knowledge,ambiguous_context_required,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950010+00:00
accelerate and scale up,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950015+00:00
map the science,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950020+00:00
coordinating management decisions,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950027+00:00
structural diversity,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950032+00:00
resource quantification,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950037+00:00
ce practice model,1,methodological_knowledge,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950042+00:00
measuring the ce,1,methodological_knowledge,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950046+00:00
implementation of sustainability and ce practices,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950051+00:00
explain circular behaviour,1,social_behavioral_educational,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950056+00:00
understanding interpretation,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950061+00:00
environmental performance benefits,1,environmental,ambiguous_context_required,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950067+00:00
reuse and recycle slag,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950071+00:00
predicting stability,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950077+00:00
policy narratives,1,governance_institutional,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950081+00:00
influence cost,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950087+00:00
produce high-quality pufs,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:27:22.950092+00:00
