term,papers,category,secondary,model,prompt_sha,created_at
stochastic models gbm monte carlo,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528790+00:00
kendalls tau-b r squared,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528814+00:00
pulsed anodic potentiostatic polarization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528819+00:00
demineralization casting air-drying,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528823+00:00
creative recycling,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528827+00:00
pca pls-sem,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528831+00:00
gert networks flow graphs,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528835+00:00
composting reusable packaging,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528838+00:00
crop cycle testing,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528842+00:00
fuzzy ahp and fuzzy topsis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528846+00:00
polymer identification and characterization,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528850+00:00
attribute mapping,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528853+00:00
ecoredesign,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528857+00:00
terrestrial laser scanner aerial photogrammetry remote sensing,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528861+00:00
ethnographically inspired fieldwork,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528865+00:00
property analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528868+00:00
anodic oxidation hydrothermal conversion,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528872+00:00
geological storage analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528876+00:00
dynamic optimization,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528879+00:00
backyard composting,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528883+00:00
ecologistics,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528887+00:00
thermochromic inks printing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528891+00:00
desktop methodology,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528895+00:00
hybrid modelling framework,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528899+00:00
chemical and thermal activation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528902+00:00
survey administration,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528906+00:00
virtual reality bim digital twins iot artificial intelligence,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528909+00:00
hospital studies time series analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528913+00:00
electrochemical transformation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528916+00:00
algae-based wastewater treatment,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528920+00:00
deposit system epr,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528924+00:00
naoh modification static tensile bending impact tests wetting angle analysis low-cycle dynamic test,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528928+00:00
field observation literature study,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528932+00:00
fish protein hydrolysates,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528936+00:00
industrial symbiosis life cycle assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528939+00:00
mulching and soil incorporation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528943+00:00
aza-michael reaction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528947+00:00
high-temperature calcination,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528950+00:00
digitalization bim tools,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528954+00:00
ultrasonic extraction gas chromatography,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:44.528957+00:00
bio-fertigation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439182+00:00
mechanical pre-processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439320+00:00
mixed-method methodology,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439348+00:00
bim environmental sensors,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439360+00:00
synthetic measure,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439383+00:00
human capital theory,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439401+00:00
business ecosystem mapping,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439406+00:00
agent-based system computer vision,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439410+00:00
algorithmic design tools,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439414+00:00
adsorption capacity evaluation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439418+00:00
mci circularity indicator,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439442+00:00
solid acid catalysis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439447+00:00
biological approaches,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439465+00:00
hydrolysis crosslinking,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439509+00:00
instructional design framework,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439523+00:00
semiempirical calculations,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439540+00:00
hydrogel casting solvent evaporation cross-link engineering,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439549+00:00
stator winding optimization,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439554+00:00
circular economy-based planning,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439557+00:00
linear discriminant analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439562+00:00
questionnaire survey ols regression,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439566+00:00
partial least square sem,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439585+00:00
recycling reject disposal,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439590+00:00
field surveys,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439594+00:00
modification,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439618+00:00
curricula development,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439628+00:00
energy structure analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439633+00:00
pressed fuel production,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439642+00:00
solid-liquid separation mesophilic anaerobic fermentation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439646+00:00
value chain rebuilding,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439667+00:00
waste legislation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439672+00:00
policy interventions,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439676+00:00
total cost assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439700+00:00
university programme,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439709+00:00
new approach,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439714+00:00
hydrochar activation pyrolysis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439727+00:00
literature mapping,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439739+00:00
industrial cycle economy,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439743+00:00
microwave-assisted thermolysis,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439747+00:00
main component analyzing method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:48.439760+00:00
conceptual framework review,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859906+00:00
fuzzy integral method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859929+00:00
research instrument development,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859933+00:00
concept framework,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859938+00:00
digital finance,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859942+00:00
macro indicators analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859946+00:00
ftir-atr tg and sem analyses,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859950+00:00
evaluating system,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859953+00:00
gestalt identification,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859957+00:00
cold sintering,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859960+00:00
experimental investigation polarized light optical microscopy scanning electron microscopy x-ray diffraction,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859964+00:00
economic indicator system,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859967+00:00
analysis of studying programme,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859971+00:00
ion exchange solvent extraction,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859978+00:00
concept mapping,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859982+00:00
split hopkinson pressure bar digital image correlation,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859986+00:00
gelation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859989+00:00
thermal hardening autoclaving,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859993+00:00
bibliometric search,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.859997+00:00
logistic deterministic model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860000+00:00
full permutation polygon,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860004+00:00
manufacturing x-ray diffraction contact angle measurement scanning electron microscopy,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860007+00:00
circular economy foresight,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860010+00:00
purpose tree analysis entropy weight-topsis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860014+00:00
waste-to-resource transformation,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860018+00:00
dynamic optimization simulation model,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860021+00:00
competitiveness assessment,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860025+00:00
historical method,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860029+00:00
graph analytical analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860032+00:00
interviews review,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860035+00:00
cyclic-resource model,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860039+00:00
product design digital marketplace,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860042+00:00
7r principles,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860045+00:00
information extraction,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860049+00:00
gp algorithm analysis,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860053+00:00
teaching methods,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860056+00:00
review of authentic sources,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860059+00:00
phylogeny,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860062+00:00
business model transformation,1,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860066+00:00
stratified sampling,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:51.860070+00:00
hot shear homogenisation ultrasonication,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733108+00:00
assessment indicators,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733214+00:00
talent cultivation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733220+00:00
benefit mechanism,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733236+00:00
quantitative calculation input-output model interview study,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733252+00:00
secondary resource utilization,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733270+00:00
carbonation material processing,1,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733275+00:00
material circularity potential,1,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:16:54.733288+00:00
